# Message Size (bytes)  Time (seconds)
32 0.001253
64 8e-06
96 9e-06
128 9e-06
160 9e-06
192 3.6e-05
224 9e-06
256 8e-06
288 1.1e-05
320 9e-06
352 9e-06
384 8e-06
416 9e-06
448 9e-06
480 9e-06
