# Vector Size  Execution Time (seconds)
128 0.000005
256 0.000009
512 0.000016
1024 0.000036
2048 0.000058
4096 0.000142
8192 0.000228
16384 0.000454
32768 0.000909
65536 0.001983
131072 0.003885
262144 0.008298
524288 0.015596
1048576 0.030987
2097152 0.060842
4194304 0.128876
8388608 0.259247
16777216 0.519085
