2 0.004537
4 0.002173
6 0.001965
8 0.001673
10 0.001774
12 0.002195
14 0.002185
16 0.003167
18 0.005982
20 0.006202
22 0.012422
24 0.018054
26 0.027153
28 0.024894
30 0.063211
32 0.063571
