2 0.003772
4 0.002575
6 0.002015
8 0.001643
10 0.001712
12 0.001619
14 0.001888
16 0.002386
18 0.004178
20 0.007423
22 0.013718
24 0.010739
26 0.014555
28 0.039854
30 0.048679
32 0.044130
